0 14.6883081801 25.054243317 9.16388340139 0.0 0.0 0.0 11.5484246904 17.8281916698 13.0636617088 21.9029585299 9.45427461729 16.3129546514 28.2055281042 8.87349218549 14.4711399353 25.1039895917 5.2602358023 14.9054764249 25.0044970424 13.0675310005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.7486218434 132.912750496 
5000 15.0358915156 25.0416893772 9.15280650566 0.00156922914474 -4.81210820595e-05 -5.42196358442e-05 11.837729059 18.2757589201 13.3384645557 21.885500874 9.47984238342 16.6983629104 28.1685745828 8.82367449183 14.6886136488 25.0507230853 5.21450499179 15.3570736903 25.0485037566 13.0991319757 0.00139245779455 -3.30690419195e-05 -2.5372970891e-05 0.0018504251422 -0.000220782194269 5.19855934836e-05 0.00151733895243 0.000101354996519 -0.000199161992452 0.00167035766639 -0.000265718828123 -3.29556214539e-05 0.00112234116988 -7.59886581988e-05 -0.000107546518672 0.00201111609137 0.000186774858527 7.80384559847e-05 92.4734644979 136.231606643 
10000 15.4293740801 25.0299748105 9.13978269716 0.0015798043127 -4.57899497665e-05 -4.98846014643e-05 12.1847406938 18.7597643562 13.6852174732 21.9049135114 9.46012935704 17.1071037756 28.0948172463 8.81199764684 14.9885910631 25.0382607073 5.19331790158 15.8161347197 25.0549286416 13.1036429499 0.00137851939409 4.55957794529e-05 0.000135961192449 0.00192741096075 -0.000222436897933 -0.000159800078175 0.00157789894062 0.000189352851443 -0.0002017894938 0.00164357175346 -0.000321385372599 -3.35590267136e-05 0.00117421981206 -3.00987165551e-05 -7.82740268678e-05 0.00179260317562 -9.96211876522e-05 -1.82858226747e-05 92.9466564782 137.145164408 
15000 15.8264033927 25.0186840728 9.12782888249 0.00159753584115 -4.46542489664e-05 -4.58867707147e-05 12.532274543 19.2400157316 14.0402334332 21.9347230697 9.44870420105 17.5212019719 28.0161597471 8.79441685241 15.3010388403 25.0320007063 5.17731745086 16.2687983367 25.0552440526 13.1039860142 0.00139813903545 7.9710644483e-05 -2.38627104191e-05 0.00191983987064 -0.00022192473768 -0.000127678313356 0.00121765473436 8.84905223533e-05 2.29901878751e-06 0.00143652215971 -0.000349070487033 -2.45528972122e-05 0.0012595065813 7.7225748371e-05 -4.03300428371e-05 0.00180243071367 2.90532562385e-05 3.37505877987e-06 93.1319056877 137.643334791 
20000 16.2286768022 25.0076346575 9.11678663814 0.00162181424609 -4.36197790156e-05 -4.24461700484e-05 12.8808207701 19.7214934734 14.4005499234 21.9711004639 9.44114078353 17.9438556049 27.9353029706 8.77524400961 15.6234694163 25.0280234282 5.16435196114 16.7263769664 25.0532428997 13.1025047787 0.00137189544449 9.27360541219e-05 -1.92361777337e-05 0.00193493858742 -0.000217633728015 -0.000123516951793 0.00148345713203 0.000148082532648 2.52531263737e-06 0.00167179422695 -0.000333907159928 -6.16985398659e-05 0.00131654694071 -6.2446254461e-05 -5.57593416998e-05 0.00186624157535 -0.000176679928291 -4.68837135871e-05 93.1798231433 137.978339968 
25000 16.6378613256 24.9969689801 9.10662989552 0.00165271773072 -4.15278657738e-05 -3.87249531687e-05 13.226129393 20.2087289233 14.7661119506 22.0129796644 9.4363822955 18.3764548408 27.85351132 8.75521095191 15.9569698331 25.025040935 5.15384587291 17.1902742682 25.0504037971 13.099640265 0.00139008822712 0.000103539632512 1.75182095464e-05 0.00196238495866 -0.000211265088086 -0.000149468921507 0.00141432827533 0.000168918260286 -1.22747533013e-05 0.00171419749217 -0.00033730294775 -5.8913119782e-05 0.00133734373854 0.00014509575557 -8.69340839567e-06 0.00187576137086 -5.10032216321e-05 -2.24253685261e-05 93.1475583794 138.259362476 
30000 17.0555049827 24.9869353616 9.09738320175 0.00168948713678 -3.85769789578e-05 -3.519919114e-05 13.5768152918 20.7029368095 15.1379220392 22.0601129304 9.43402861651 18.8218804365 27.7713108682 8.73519453413 16.3019526652 25.0229204397 5.14548245009 17.6618943575 25.0469498175 13.0960146804 0.00141323042981 0.000117986742327 -2.86019687276e-06 0.00199261389581 -0.000203292350577 -0.000157807886317 0.00157075204689 0.000235979158725 -6.42567258983e-05 0.00171461684008 -0.000348910635092 -3.03558963794e-05 0.00139700202777 4.37594028544e-05 -2.01296349265e-05 0.0018983175157 2.42820553886e-05 -5.11335160561e-06 93.0602915086 138.53557957 
35000 17.483117724 24.977838946 9.08906823494 0.00173238125204 -3.39888918608e-05 -3.11798841235e-05 13.9344178298 21.2115962795 15.517160572 22.1124808948 9.43406922508 19.2812041938 27.6898492815 8.71524049887 16.6595057611 25.0216908717 5.13911957984 18.1433518308 25.0432783667 13.091882158 0.00144526657046 0.000124105088838 6.23333392676e-05 0.00205969957611 -0.00018936961363 -0.000144944603962 0.00171783807084 0.000283747915364 -7.84435693068e-05 0.00173964314248 -0.000350825086182 -1.10839939669e-05 0.00141761190261 0.000245712759108 2.6096439423e-05 0.00194017016215 2.03311332113e-05 -7.4740863986e-06 92.9245896241 138.828457625 
40000 17.9221509801 24.9700758741 9.08182591855 0.00178079404414 -2.78313379346e-05 -2.67937500328e-05 14.3002537384 21.7313206479 15.4269898719 22.1679520323 9.2869386621 19.7551271483 27.6101320189 8.69544591018 17.0308642383 25.0207997793 5.1348861702 18.6365192079 25.0393818545 13.0873283317 0.00148726328944 0.0001333012696 0.00016408720466 0.00209869238883 -0.000177414860888 -0.000147143820685 0.00149120500186 0.0002454687555 -1.09826036593e-05 0.00169843737331 -0.000362289421562 4.53855439485e-05 0.00150129935157 7.36129865575e-05 2.5123759461e-06 0.00195776903354 0.000162391710428 3.26260569993e-05 92.7406672251 139.141401484 
45000 18.3739727772 24.964059258 9.07572628575 0.00183451975865 -2.01060769428e-05 -2.19882849783e-05 14.6756071562 22.2609697047 15.8234324351 22.2271891674 9.29656300434 20.24342791 27.5334668133 8.67587928447 17.4173373928 25.0204871235 5.1326979717 19.1430483568 25.0354119673 13.0824213597 0.00150014950245 0.000156241941731 8.61347842129e-05 0.00213786499122 -0.000162188760684 -0.000144928529054 0.00154753830459 0.00026525497055 4.21284613716e-06 0.00199273062024 -0.000296433825126 -8.30617257332e-05 0.00158234052211 -2.18751976568e-05 -9.08704884691e-06 0.0020721210615 -0.000103861947835 -4.50750905584e-05 92.5088715405 139.474788675 
